Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
368,"WANTED for ROBBERY: On 3/19/22 @ 2:41 PM, @NYPD13PCT inside 29 E 19 St the unidentified individuals enter the location &amp; begin removing property when approached by a female she was assaulted as the subject's fled. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/A5qWVAkpr1",1506414923018031105,308,2022-03-22 23:38:00+00:00,Twitter Web App,25,29,wanted for robbery on pm inside e st the unidentified individuals enter the location amp begin removing property when approached by a female she was assaulted as the subjects fled any info call us tips or dm nypdtips reward up to,wanted robbery inside unidentified individuals enter location amp begin removing property approached female assaulted subjects fled info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
369,WANTED for A Robbery in the vicinity of Nagle Avenue and Dyckman Street . #Manhattan @NYPD34pct on 3/16/22 @ 3:50 AM two individuals displayed a firearm and forced victim into his apartment and removed hid property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/8aH8ywart3,1506120535448637448,303,2022-03-22 04:08:12+00:00,Twitter for iPad,55,55,wanted for a robbery in the vicinity of nagle avenue and dyckman street manhattan on am two individuals displayed a firearm and forced victim into his apartment and removed hid property reward up to call tips calls are confidential,wanted robbery vicinity nagle avenue dyckman street manhattan two individuals displayed firearm forced victim apartment removed hid property reward call tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
370,WANTED for A Forcible Touching in the vicinity of Harbor Road . #StatenIsland @NYPD121pct on 3/10/22 @ 1:30 PM an unidentified male touched the 13-year-old female victim’s private area over the clothing before fleeing. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/fDhXRHjbSL,1506119104142667777,295,2022-03-22 04:02:31+00:00,Twitter for iPad,22,16,wanted for a forcible touching in the vicinity of harbor road statenisland on pm an unidentified male touched the yearold female victims private area over the clothing before fleeing reward up to call tips confidential,wanted forcible touching vicinity harbor road statenisland unidentified male touched yearold female victims private area clothing fleeing reward call tips confidential,['Unknown'],Unknown,other,unknown
371,WANTED for A Robbery in the vicinity of West 192nd Street and Jerome Avenue. #Bronx @NYPD52pct on 3/10/22 @ 11:00 PM individual approached the victim and punched him in the face and took his property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/cwXKnKUDbc,1506118518143660034,288,2022-03-22 04:00:11+00:00,Twitter for iPad,19,17,wanted for a robbery in the vicinity of west nd street and jerome avenue bronx on pm individual approached the victim and punched him in the face and took his property reward up to call tips calls are confidential,wanted robbery vicinity west street jerome avenue bronx individual approached victim punched face took property reward call tips calls confidential,['Bronx'],Bronx,violent_crime,high
372,WANTED for A Robbery in the vicinity of McClellan Street and Gerard Avenue. #Bronx @NYPD44pct on 3/7/22 @ 2:00 PM 4 individuals assaulted the male victim with bats and a stun gun following a dispute and removed his sneakers. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/vDfqt5wKaw,1506094146460782593,301,2022-03-22 02:23:21+00:00,Twitter for iPad,32,42,wanted for a robbery in the vicinity of mcclellan street and gerard avenue bronx on pm individuals assaulted the male victim with bats and a stun gun following a dispute and removed his sneakers reward up to call tips confidential,wanted robbery vicinity mcclellan street gerard avenue bronx individuals assaulted male victim bats stun gun following dispute removed sneakers reward call tips confidential,['Bronx'],Bronx,violent_crime,high
373,WANTED for A Forcible Touching East Broadway F line subway station. #Manhattan @NYPD7pct on 3/21/22 @ 8:10 AM Male approached the victim and grabbed her buttocks and breast. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/TDUABN905c,1506093532586598403,261,2022-03-22 02:20:54+00:00,Twitter for iPad,20,18,wanted for a forcible touching east broadway f line subway station manhattan on am male approached the victim and grabbed her buttocks and breast reward up to call tips calls are confidential,wanted forcible touching east broadway line subway station manhattan male approached victim grabbed buttocks breast reward call tips calls confidential,['Manhattan'],Manhattan,other,unknown
374,🚨WANTED￼🚨for A ROBBERY in the vicinity of Allerton Ave &amp; Williams bridge Rd  #Bronx  @NYPD49pct on 3/7/22@ 3P.M. the individual simulated a firearm &amp; took the victim’s vehicle.￼💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/uBxW444v6C,1505749653375139840,289,2022-03-21 03:34:27+00:00,Twitter for iPad,27,24,wantedfor a robbery in the vicinity of allerton ave amp williams bridge rd bronx on pm the individual simulated a firearm amp took the victims vehiclereward up to know who he iscall tips calls are confidential,wantedfor robbery vicinity allerton ave amp williams bridge bronx individual simulated firearm amp took victims vehiclereward know iscall tips calls confidential,['Bronx'],Bronx,violent_crime,high
375,"￼🚨WANTED￼🚨for A ROBBERY in front of 520 Morris Park Ave  #Bronx @NYPD49Pct on 3/20/22 the individual forcibly removed a 29-y/o victim’s bag from her shoulders, knocking her to the ground.💰Reward up to $3500 Know this person?￼☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/l0Gs0v7oSO",1505733742903582720,294,2022-03-21 02:31:14+00:00,Twitter for iPad,37,40,wantedfor a robbery in front of morris park ave bronx on the individual forcibly removed a yo victims bag from her shoulders knocking her to the groundreward up to know this personcall tips calls are confidential,wantedfor robbery front morris park ave bronx individual forcibly removed victims bag shoulders knocking groundreward know personcall tips calls confidential,['Bronx'],Bronx,violent_crime,high
376,🚨WANTED🚨for a Commercial Robbery located at 241 Crescent Street #cypresshills #brooklyn On 3/14/22 @ 11:30 AM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/mxzRf0nX9E,1505491335515676674,254,2022-03-20 10:27:59+00:00,Twitter for iPad,54,59,wantedfor a commercial robbery located at crescent street cypresshills brooklyn on am reward up to seen them know who they are call tips or dm us calls are confidential yourcityyourcall,wantedfor commercial robbery located crescent street cypresshills brooklyn reward seen know call tips calls confidential yourcityyourcall,['Brooklyn'],Brooklyn,violent_crime,high
377,"🚨WANTED🚨for a Robbery inside of the Jackson Avenue station, on the northbound #2,5 line platform #bronx On 3/16/22 @ 3:40 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/OO081O30Ye",1505488371493257216,269,2022-03-20 10:16:13+00:00,Twitter for iPad,48,52,wantedfor a robbery inside of the jackson avenue station on the northbound line platform bronx on pm reward up to seen them know who they are call tips or dm us calls are confidential yourcityyourcall,wantedfor robbery inside jackson avenue station northbound line platform bronx reward seen know call tips calls confidential yourcityyourcall,['Bronx'],Bronx,violent_crime,high
378,🚨WANTED🚨for an Attempted Murder &amp; Attempted Rape on West 123 Street between Lenox Avenue and Adam Clayton Boulevard #harlem #manhattan On 3/18/22 @ 11:30 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/8lEiqRczAE,1505486575278473217,301,2022-03-20 10:09:04+00:00,Twitter for iPad,53,55,wantedfor an attempted murder amp attempted rape on west street between lenox avenue and adam clayton boulevard harlem manhattan on pm reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor attempted murder amp attempted rape west street lenox avenue adam clayton boulevard harlem manhattan reward seen know call tips calls confidential yourcityyourcall,['Manhattan'],Manhattan,violent_crime,high
379,WANTED for A Robbery in the vicinity of West 181 Street and Audubon Avenue. #Manhattan @NYPD34pct on 3/18/22 @ 12:57 PM Suspect approached victim displayed firearm and took her necklace and pendant. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/ahfp6WMqKr,1505399420497674245,286,2022-03-20 04:22:45+00:00,Twitter for iPad,36,40,wanted for a robbery in the vicinity of west street and audubon avenue manhattan on pm suspect approached victim displayed firearm and took her necklace and pendant reward up to call tips calls are confidential,wanted robbery vicinity west street audubon avenue manhattan suspect approached victim displayed firearm took necklace pendant reward call tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
380,WANTED for A Forcible Touching in the vicinity of Sutter Avenue and Van Siclen Avenue  . #Brooklyn @NYPD75pct on 2/11/22 @ 9:15 PM An unknown individual approached victim and grabbed her buttocks. Reward up $3500 Know who they are? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/NJwVJD3IW1,1505390976336109570,300,2022-03-20 03:49:12+00:00,Twitter for iPad,29,31,wanted for a forcible touching in the vicinity of sutter avenue and van siclen avenue brooklyn on pm an unknown individual approached victim and grabbed her buttocks reward up know who they are call tips calls are confidential,wanted forcible touching vicinity sutter avenue van siclen avenue brooklyn unknown individual approached victim grabbed buttocks reward know call tips calls confidential,['Brooklyn'],Brooklyn,other,unknown
381,"WANTED for AN Robbery at 4520 Broadway street . #Manhattan @NYPD34pct on 3/18/22 @ 5:05 AM Reward up to $3500 an unknown individual entered the location and ordered food and when asked to pay , he displayed a firearm and demanded money. Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/kfytfhUX0L",1505378294593732608,294,2022-03-20 02:58:48+00:00,Twitter for iPad,33,32,wanted for an robbery at broadway street manhattan on am reward up to an unknown individual entered the location and ordered food and when asked to pay he displayed a firearm and demanded money call tips confidential,wanted robbery broadway street manhattan reward unknown individual entered location ordered food asked pay displayed firearm demanded money call tips confidential,['Manhattan'],Manhattan,violent_crime,high
382,"WANTED for ROBBERY: On 3/18/22 @ 3:37 AM, @NYPD1PCT, in front of 140 Thompson St. The unidentified individuals approached a 25-year-old victim from opposite directions displaying a knife and removed her property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/b0tjE8Hgh9",1505106930179657731,303,2022-03-19 09:00:30+00:00,Twitter Web App,80,71,wanted for robbery on am in front of thompson st the unidentified individuals approached a yearold victim from opposite directions displaying a knife and removed her property any info call us tips or dm nypdtips reward up to,wanted robbery front thompson unidentified individuals approached yearold victim opposite directions displaying knife removed property info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
383,"WANTED for FORCIBLE TOUCHING: On 3/18/22 @ 11:40 AM, @NYPD49PCT, inside 1750 East Gun Hill Rd the unidentified individual approached a 31-year-old victim and grabbed her buttocks over her clothing. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/gRqYkfcrWT",1505105873940668416,288,2022-03-19 08:56:18+00:00,Twitter Web App,35,39,wanted for forcible touching on am inside east gun hill rd the unidentified individual approached a yearold victim and grabbed her buttocks over her clothing any info call us tips or dm nypdtips reward up to,wanted forcible touching inside east gun hill unidentified individual approached yearold victim grabbed buttocks clothing info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
